# firn-dom-soak v1 variante=gc
# spalten: t_ms	zyklen	rss_kib	lebende	sammellaeufe	heap_bytes	pause_max_ns
27640	25200000	1364	12	11919	1310720	2352141
27749	25300000	1364	11	11967	1310720	2352141
27857	25400000	1364	9	12014	1310720	2352141
27973	25500000	1364	7	12061	1310720	2352141
28088	25600000	1364	12	12108	1310720	2352141
28203	25700000	1364	11	12156	1310720	2352141
28312	25800000	1364	9	12203	1310720	2352141
28427	25900000	1364	7	12250	1310720	2352141
28539	26000000	1364	12	12298	1310720	2352141
28648	26100000	1364	11	12345	1310720	2352141
28754	26200000	1364	9	12392	1310720	2352141
28863	26300000	1364	8	12440	1310720	2352141
28976	26400000	1364	12	12487	1310720	2352141
29086	26500000	1364	11	12534	1310720	2352141
29199	26600000	1364	9	12581	1310720	2352141
29311	26700000	1364	8	12629	1310720	2352141
29421	26800000	1364	12	12676	1310720	2352141
29540	26900000	1364	11	12723	1310720	2352141
29647	27000000	1364	10	12771	1310720	2352141
29769	27100000	1364	8	12818	1310720	2352141
29875	27200000	1364	12	12865	1310720	2352141
29982	27300000	1364	12	12913	1310720	2352141
30087	27400000	1364	10	12960	1310720	2352141
30195	27500000	1364	8	13007	1310720	2352141
30301	27600000	1364	12	13054	1310720	2352141
30406	27700000	1364	12	13102	1310720	2352141
30518	27800000	1364	10	13149	1310720	2352141
30625	27900000	1364	8	13196	1310720	2352141
30732	28000000	1364	7	13244	1310720	2352141
30838	28100000	1364	12	13291	1310720	2352141
30944	28200000	1364	10	13338	1310720	2352141
31048	28300000	1364	9	13386	1310720	2352141
31155	28400000	1364	7	13433	1310720	2352141
31263	28500000	1364	12	13480	1310720	2352141
31373	28600000	1364	10	13527	1310720	2352141
31514	28700000	1364	9	13575	1310720	2352141
31634	28800000	1364	7	13622	1310720	2352141
31746	28900000	1364	12	13669	1310720	2352141
31853	29000000	1364	11	13717	1310720	2352141
31965	29100000	1364	9	13764	1310720	2352141
32075	29200000	1364	7	13811	1310720	2352141
32184	29300000	1364	12	13859	1310720	2352141
32293	29400000	1364	11	13906	1310720	2352141
32402	29500000	1364	9	13953	1310720	2352141
32515	29600000	1364	7	14000	1310720	2352141
32626	29700000	1364	12	14048	1310720	2352141
32734	29800000	1364	11	14095	1310720	2352141
32842	29900000	1364	9	14142	1310720	2352141
32956	30000000	1364	8	14190	1310720	2352141
33065	30100000	1364	12	14237	1310720	2352141
33174	30200000	1364	11	14284	1310720	2352141
33286	30300000	1364	10	14332	1310720	2352141
33392	30400000	1364	8	14379	1310720	2352141
33541	30500000	1364	12	14426	1310720	3046957
33654	30600000	1364	11	14473	1310720	3046957
33766	30700000	1364	10	14521	1310720	3046957
33876	30800000	1364	8	14568	1310720	3046957
33988	30900000	1364	12	14615	1310720	3046957
34102	31000000	1364	12	14663	1310720	3046957
34216	31100000	1364	10	14710	1310720	3046957
34323	31200000	1364	8	14757	1310720	3046957
34435	31300000	1364	7	14805	1310720	3046957
34546	31400000	1364	12	14852	1310720	3046957
34657	31500000	1364	10	14899	1310720	3046957
34777	31600000	1364	8	14946	1310720	3046957
34885	31700000	1364	7	14994	1310720	3046957
35010	31800000	1364	12	15041	1310720	3046957
35133	31900000	1364	10	15088	1310720	3046957
35259	32000000	1364	9	15136	1310720	3046957
35382	32100000	1364	7	15183	1310720	3046957
35508	32200000	1364	12	15230	1310720	3046957
35632	32300000	1364	11	15278	1310720	3046957
35756	32400000	1364	9	15325	1310720	3046957
35879	32500000	1364	7	15372	1310720	3046957
36005	32600000	1364	12	15419	1310720	3046957
36128	32700000	1364	11	15467	1310720	3046957
36252	32800000	1364	9	15514	1310720	3046957
36376	32900000	1364	7	15561	1310720	3046957
36502	33000000	1364	12	15609	1310720	3046957
36624	33100000	1364	11	15656	1310720	3046957
36743	33200000	1364	9	15703	1310720	3046957
36861	33300000	1364	8	15751	1310720	3046957
36977	33400000	1364	12	15798	1310720	3046957
37096	33500000	1364	11	15845	1310720	3046957
37219	33600000	1364	9	15892	1310720	3046957
37341	33700000	1364	8	15940	1310720	3046957
37458	33800000	1364	12	15987	1310720	3046957
37576	33900000	1364	11	16034	1310720	3046957
37691	34000000	1364	10	16082	1310720	3046957
37808	34100000	1364	8	16129	1310720	3046957
