# firn-gc-soak v1 mode=0 (0=replace, 1=keep/must grow)
# columns: t_ms rounds rss_kib live heap_bytes live_bytes collections pause_win_ns mark_win_ns sweep_win_ns stop_win_ns full_runs overflows asked
0	0	1996	0	1843200	0	0	0	0	0	0	0	0	0
1002	13376	9652	2093	9670656	1556400	24	8271585	1265421	221542	12421363	0	0	69553648
2052	30528	34584	9316	35254272	13217056	41	15293758	2119750	207232	30109833	0	0	102315384
3067	33024	28396	7680	28901376	11030176	46	15738763	691997	206181	31139482	0	0	122767064
4093	35840	28684	7672	29196288	11022688	51	11115410	517204	200632	19919040	0	0	145867912
5177	53632	37136	14043	37904384	17549360	60	15838774	5408829	233862	17031435	0	0	175503648
6178	55232	30676	7682	31236096	11595168	63	20282934	7144024	218702	39518847	0	0	188569352
7243	57536	23076	7674	23457792	10841984	68	12448293	534035	210292	20237124	0	0	207238704
8245	62080	26316	7661	26779648	7640112	73	10038471	4436980	200252	17989853	0	0	233075280
9300	78272	38324	10875	39104512	14464880	82	17856352	4356919	255582	29407677	0	0	261218064
10354	79936	26324	7677	26791936	11559536	86	18130774	3636133	217032	35816794	0	0	274953248
11358	83008	29596	7676	30142464	11072064	91	12147800	623176	516374	23937687	0	0	300383016
12366	100672	25684	10379	26189824	9688496	100	12267512	4419940	262583	18074973	0	0	328557392
13465	102848	33688	7673	34328576	11390896	104	17768461	1394453	299963	38474839	0	0	346420168
14522	104960	32172	7682	32776192	11110976	108	15749163	953509	272052	27865582	0	0	364007272
15576	107712	27784	7678	28282880	10885440	113	13537203	1460343	229722	26535680	0	0	386756048
16612	125376	28636	10865	29179904	14594256	123	12776116	3758334	229852	19576387	0	0	416262632
17669	127424	25984	7674	26443776	11474336	127	15305299	4315119	415944	31477365	0	0	432991280
18670	129600	24640	7677	25067520	11102032	131	14397260	613906	189032	28188225	0	0	450910408
19701	132544	29152	7652	29687808	10830624	135	12470493	633336	219662	23806726	0	0	472285184
20803	149824	37172	10861	37920768	14499504	144	16877763	6387448	242772	23269011	0	0	501161960
21812	151488	26872	7671	27353088	11542992	148	17755251	8550367	226162	29596978	0	0	514794640
22827	153984	29852	7683	30404608	11165808	152	13903896	682177	228432	29205454	0	0	535179048
23862	156928	21648	7689	22003712	6972752	157	12558374	913358	204262	21756957	0	0	553995104
24930	174016	37884	12509	38666240	16376752	165	21897259	5963944	231382	25247389	0	0	582770808
26007	175232	38748	7679	39550976	11344048	167	21041971	6260186	198392	43432134	0	0	592543088
27074	177408	30904	7677	31469568	10827920	171	15243658	961799	200972	31751548	0	0	610557784
28129	180160	21164	7689	21495808	9746064	177	12577364	461544	275103	20753338	0	0	632227488
29208	197760	37004	10859	37756928	14525264	185	16427879	5448530	235342	17083185	0	0	661623704
30230	199680	32208	7293	32817152	10070256	189	19404336	5789532	206392	32893248	0	0	677315712
31261	202048	25048	7651	25485312	10931056	194	13022668	601126	187862	23936377	0	0	696579280
32287	207168	24512	7688	24936448	6737344	199	11911667	3230109	206052	18381727	0	0	721826080
