# firn-gc-frag v1 mode=0 (0=replace/flat, 1=keep/must grow)
# columns: t_ms rounds rss_kib live heap_bytes live_bytes collections pause_ns_max asked
1583403	27998500	4272	1971	4235264	358448	44912	129590264	108832750504
1585984	28048500	15392	2078	15618048	5008224	44993	129590264	109025020704
1588507	28098500	3948	1971	3903488	384944	45074	129590264	109220457232
1590813	28148500	19772	2082	20103168	5227680	45154	129590264	109413098440
1593185	28198500	3104	1970	3039232	350560	45236	129590264	109608212400
1595588	28248500	15492	2082	15720448	5029120	45317	129590264	109801268560
1598073	28298500	4668	1984	4640768	428672	45398	129590264	109997645192
1600521	28348500	20048	2079	20385792	5286480	45478	129590264	110190679696
1603044	28398500	4196	1976	4157440	387168	45559	129590264	110385507136
1605291	28448500	20264	2070	20606976	5210272	45640	129590264	110578476168
1607683	28498500	3664	1977	3612672	415856	45722	129590264	110774911264
1609989	28548500	15336	2090	15560704	5052960	45802	129590264	110966773376
1612445	28598500	4460	1981	4427776	387440	45882	129590264	111161166920
1614905	28648500	15524	2086	15753216	5308896	45963	129590264	111353925912
1617361	28698500	2588	1964	2506752	357088	46044	129590264	111549551864
1619737	28748500	16200	2080	16445440	4905184	46124	129590264	111741798200
1622279	28798500	3112	1974	3047424	382880	46205	129590264	111938004248
1624775	28848500	19044	2085	19357696	5322288	46284	129590264	112130466112
1627351	28898500	2808	1974	2736128	358880	46366	129590264	112326931720
1629833	28948500	15568	2083	15798272	5026224	46446	129590264	112520175832
1632277	28998500	4760	1981	4734976	401584	46526	129590264	112715868200
1634790	29048500	17524	2085	17801216	5368656	46606	129590264	112907656728
1637485	29098500	3892	1973	3846144	355760	46687	129590264	113103247384
1639849	29148500	20724	2080	21078016	5339104	46767	129590264	113296016280
1642219	29198500	3008	1968	2936832	346336	46849	129590264	113491946024
1644577	29248500	18068	2081	18358272	5127984	46929	129590264	113685572688
1646937	29298500	3300	1969	3239936	347472	47011	129590264	113880831904
1649278	29348500	16544	2077	16797696	5137904	47091	129590264	114074101456
1652708	29398500	2764	1966	2686976	353632	47173	129590264	114270714904
1655015	29448500	16304	2087	16551936	5123728	47253	129590264	114464694152
1658515	29498500	2796	1973	2719744	367088	47335	129590264	114661537856
1661322	29548500	18448	2063	18747392	5203440	47415	129590264	114855923632
1663943	29598500	4580	1982	4550656	393216	47496	129590264	115052225784
1666560	29648500	15176	2086	15396864	4993472	47577	129590264	115245634496
1669084	29698500	3272	1968	3211264	370464	47657	129590264	115440522376
1672484	29748500	16528	2085	16781312	5270256	47737	129590264	115633041592
1674882	29798500	4336	1977	4300800	383088	47818	129590264	115829526504
1677203	29848500	16004	2066	16244736	5145760	47899	129590264	116022866080
1679850	29898500	2740	1962	2662400	345696	47980	129590264	116219189448
1682289	29948500	17916	2090	18202624	5028576	48060	129590264	116412984616
1684864	29998500	2900	1965	2826240	362480	48142	129590264	116609570792
1687266	30048500	15452	2086	15679488	5119424	48223	129590264	116803435328
1689744	30098500	4472	1971	4440064	366896	48304	129590264	116999861768
1693161	30148500	19680	2085	20008960	5138736	48384	129590264	117192436080
1695701	30198500	4280	1978	4243456	380416	48465	129590264	117387865664
1698214	30248500	18756	2077	19062784	5156048	48545	129590264	117580588776
1700691	30298500	4560	1975	4530176	354768	48626	129590264	117776146088
1703183	30348500	20044	2089	20381696	5368336	48705	129590264	117969097024
1705758	30398500	3656	1980	3604480	365664	48786	129590264	118164254816
1708209	30448500	20648	2088	21000192	5227392	48866	129590264	118357584800
1710816	30498500	4912	1985	4894720	428496	48946	129590264	118553379392
1713342	30548500	16156	2074	16400384	5104352	49027	129590264	118745919336
1715846	30598500	4440	1976	4407296	355616	49108	129590264	118941962344
1718350	30648500	15048	2081	15265792	4999184	49188	129590264	119134255272
1720826	30698500	4632	1974	4603904	361120	49267	129590264	119329022320
1723377	30748500	20640	2079	20992000	5163472	49347	129590264	119521856272
1725831	30798500	2916	1971	2846720	363696	49429	129590264	119718184392
1728131	30848500	16692	2083	16949248	4943760	49509	129590264	119910694232
1730523	30898500	4120	1969	4079616	381488	49590	129590264	120106774640
1732904	30948500	16408	2084	16658432	5315456	49671	129590264	120300035088
1735946	30998500	2516	1968	2433024	363104	49752	129590264	120495973424
1738853	31048500	14692	2081	14901248	5151536	49832	129590264	120688959296
1742184	31098500	4608	1978	4579328	437120	49912	129590264	120884047960
1744817	31148500	17612	2086	17891328	5117248	49992	129590264	121077397544
1747226	31198500	4624	1980	4595712	444160	50073	129590264	121272829088
1749748	31248500	16256	2092	16502784	4994656	50153	129590264	121464832584
1752601	31298500	3208	1977	3141632	382896	50234	129590264	121661511992
1755359	31348500	20248	2085	20590592	5136112	50313	129590264	121853706896
1757809	31398500	4660	1980	4632576	413952	50394	129590264	122048897864
1760309	31448500	16516	2087	16769024	5093424	50475	129590264	122241292936
1762678	31498500	4800	1979	4775936	447152	50555	129590264	122436774640
1765417	31548500	19124	2089	19439616	5001680	50635	129590264	122629894584
1768020	31598500	4832	1988	4808704	444064	50715	129590264	122825123488
