# firn-gc-soak v1 mode=0 (0=replace, 1=keep/must grow)
# columns: t_ms rounds rss_kib live heap_bytes live_bytes collections pause_win_ns mark_win_ns sweep_win_ns stop_win_ns full_runs overflows asked
0	0	1952	0	1843200	0	0	0	0	0	0	0	0	0
5016	54272	29424	7675	29999104	11527600	62	14589713	4192978	247702	32602067	0	0	180629656
10210	101376	27912	7618	28446720	10603456	105	15498051	4582792	228512	25682254	0	0	334373424
15323	133120	23132	7684	23568384	7229792	143	18682690	5949304	225722	28283398	0	0	473857792
20355	156672	25612	10895	26120192	10952336	163	20856890	8001473	230092	39620381	0	0	553368568
26114	181248	21572	7696	21958656	6805984	185	49364149	12708745	10085982	104327610	0	0	635117056
31640	199680	26668	7687	27172864	11580112	198	54079762	18300276	12116190	94601312	0	0	677315712
36926	225280	26220	7685	26718208	10978544	224	48054228	13552583	9100712	107460518	0	0	771817664
42167	271360	29364	7679	29925376	11470512	265	15012326	4584941	456604	25333741	0	0	918328008
47314	317440	27584	7631	28102656	10841968	306	18797862	5511240	518375	36663774	0	0	1064058248
52318	357376	10532	7043	10661888	4943728	347	15332510	4754643	209772	25623213	0	0	1211586640
57592	392192	28924	7675	29483008	11499952	378	24542613	4048817	3073478	45892138	0	0	1328918456
62668	438272	28800	7674	29356032	11602272	419	14886656	4647202	215492	26514761	0	0	1474731288
67833	485376	26608	7612	27115520	10517024	462	16719832	3818034	293803	28116306	0	0	1628892504
73042	533504	26448	7664	26947584	11483520	508	17660031	4045687	247343	25677573	0	0	1791389984
78072	565248	21152	7690	21524480	6792832	545	15594252	4747714	205952	24431902	0	0	1929144248
83120	608256	28480	7658	29024256	11549536	580	17052005	5058636	228862	26354510	0	0	2056637984
88448	634880	33308	10882	33996800	14118816	606	23383123	9898670	1943647	39933814	0	0	2158796416
93759	678912	25964	7681	26460160	11477008	643	17330618	6754122	232482	31298635	0	0	2287639888
99015	726016	27172	7677	27684864	11353200	686	16357859	4663512	257162	28427839	0	0	2441818688
104062	760832	14864	7689	15089664	6533200	724	18338447	4911934	391923	26831574	0	0	2582637576
109118	800768	27120	7679	27635712	11231504	758	16622701	4365490	218122	27872794	0	0	2706130432
114396	846848	32216	7680	32854016	11480928	798	15473750	3907296	300142	24912017	0	0	2851333848
119621	893952	31724	7665	32350208	11527216	841	15667302	4065787	232182	28878503	0	0	3005404552
124783	941056	27964	10496	28524544	11548608	884	15014657	4702723	221022	27392060	0	0	3159845376
129784	973824	21284	7681	21663744	6577456	923	15042107	3222959	256753	25152409	0	0	3301529480
135331	1015808	37608	10883	38404096	14535920	956	25891896	5319658	254863	47813435	0	0	3424054144
140558	1061888	26276	7674	26767360	11334304	997	18474528	4776344	217442	36233490	0	0	3568963520
145587	1094656	15416	7502	15654912	6294272	1034	19729210	5165677	358374	31281635	0	0	3707736152
150956	1137664	23936	7677	24375296	10871408	1071	14226130	3739804	229852	25793315	0	0	3842748864
156279	1183744	28264	7681	28803072	11432400	1111	18088514	4954045	213492	27331959	0	0	3988309216
161529	1230848	30520	7676	31121408	11450272	1154	15759364	4271678	229473	23935838	0	0	4143309736
166620	1276928	21708	7451	22085632	9736144	1196	16843373	4793204	285383	35942617	0	0	4291116184
171634	1316864	11488	6274	11640832	4336096	1238	16063677	4680493	227382	26860074	0	0	4442948392
176880	1352704	30588	7674	31186944	11244256	1270	20703299	4522521	214112	32392785	0	0	4564701272
182025	1398784	30068	7678	30654464	11423136	1311	15780794	3497642	225832	27745703	0	0	4711050448
187108	1444864	21988	7402	22388736	8778528	1352	15466701	3914966	209372	29562200	0	0	4856764648
192230	1478656	16480	7699	16744448	6464464	1392	16057856	5171407	229202	27874153	0	0	5003176176
197459	1520640	24848	7661	25309184	10984336	1427	17949443	3874925	278452	30809871	0	0	5129779032
202855	1566720	26560	7680	27054080	11454016	1467	17726302	5558160	375663	27577812	0	0	5274407744
207870	1600512	15612	7673	15855616	6570864	1503	17693132	5137447	584975	25571463	0	0	5409906928
213227	1641472	24324	7681	24768512	11092976	1539	15554092	4479391	206152	23997898	0	0	5540222992
218642	1687552	30016	7671	30597120	11356624	1579	17784892	4741583	241862	29728001	0	0	5686496912
223707	1714176	35408	10883	36143104	13897712	1605	20873920	9133693	206072	38358340	0	0	5788703808
228839	1759232	30228	7680	30814208	11562208	1644	16598141	8775560	227072	29648970	0	0	5927164688
233919	1805312	24016	7663	24453120	11198096	1685	16118897	5102837	237532	27300048	0	0	6073286584
239037	1838080	22012	7687	22405120	6479696	1723	16095237	4987925	212211	27210548	0	0	6214147752
244269	1881088	26244	7687	26734592	11121584	1760	14615303	3863696	219122	28532550	0	0	6346992216
249479	1927168	26876	7677	27377664	11505392	1801	14693793	4463210	263812	30535779	0	0	6492802296
254671	1974272	30588	7672	31191040	11610720	1844	16433190	3512552	249553	24836316	0	0	6647597128
259694	2010112	13876	7647	14077952	5162192	1882	17788972	3807095	228392	29951173	0	0	6787956472
264731	2030592	22624	10898	23060480	9082880	1900	22125291	4079018	198402	42093483	0	0	6864137448
269873	2071552	35080	10885	35811328	15000944	1932	18690030	8844131	285142	36303140	0	0	6982265008
274974	2117632	28936	7654	29495296	11242496	1973	16290979	7575599	4103208	31060873	0	0	7127864128
280039	2152448	14384	7647	14598144	6433008	2012	14515062	4664092	222212	28947364	0	0	7271908320
285281	2193408	27140	7679	27652096	10990480	2047	15603632	4074607	232152	25402572	0	0	7400867440
290444	2239488	28988	7674	29540352	11480960	2087	14842605	3869765	215442	24266331	0	0	7546045776
295516	2286592	28760	7674	29315072	11466368	2130	15268559	2718475	193292	25771555	0	0	7700622720
300604	2333696	29552	7650	30121984	11102816	2173	15313339	3699284	221892	25312181	0	0	7856318336
305640	2369536	13168	7652	13352960	5173920	2212	15965506	6797002	211442	25328820	0	0	7998888976
310668	2408448	25292	7679	25759744	11232752	2245	17530110	5594521	278852	27403470	0	0	8120655192
316010	2455552	28488	7673	29036544	11763632	2288	14849095	3582232	288463	22685886	0	0	8275713104
321247	2502656	29436	7674	30007296	11651872	2331	14780305	12181161	6126276	37178519	0	0	8430329632
326248	2548736	18736	7421	19046400	9511440	2373	60944315	17049475	3086278	78000060	0	0	8577382608
331263	2589696	10196	4629	10317824	3049840	2415	14548793	3411811	274483	23693895	0	0	8731874936
336320	2625536	26228	7680	26722304	10994848	2449	18070244	3688543	263863	26384091	0	0	8859821264
341617	2671616	26904	7678	27410432	11572032	2490	18119325	5161657	1887537	48235839	0	0	9006464352
346939	2718720	30148	7674	30736384	11641344	2533	29019314	4630792	9272645	29182315	0	0	9161283520
351954	2764800	19348	7579	19673088	10313648	2575	13958357	4756424	241152	31534527	0	0	9307582152
